%time,impatience,acquiescent,suppressed,resetted,aplicable,motivation (for the robot2/wander behaviour set)
0,10,0,0,0,0,0,100,0
7.994274048,10,0,0,0,0,0,100,0
8.194345728,10,0,0,0,1,10,100,0
8.394328576000001,10,0,0,0,1,20,100,0
8.59433344,10,0,0,0,1,30,100,0
8.794353664000001,10,0,0,0,1,40,100,0
8.994339072000001,10,0,0,0,1,50,100,0
9.194276864000001,10,0,0,0,1,60,100,0
9.394292224000001,10,0,0,0,1,70,100,0
9.594296576000001,10,0,0,0,1,80,100,0
9.794295808000001,10,0,0,0,1,90,100,0
9.994311680000001,10,0,0,0,1,100,100,1
12.795138816,10,0,0,0,1,100,100,1
12.99433088,1,0,0,1,1,0,100,0
13.196462592,1,0,0,0,1,1,100,0
13.394322688,1,0,0,0,1,2,100,0
13.594274816,1,0,0,0,1,3,100,0
13.794284544,1,0,0,0,1,4,100,0
13.994225408,1,0,0,0,1,5,100,0
14.195401216,1,0,0,0,1,6,100,0
14.394280704,1,0,0,0,1,7,100,0
14.594291968,1,0,0,0,1,8,100,0
14.794342144,1,0,0,0,1,9,100,0
14.994342144,1,0,0,0,1,10,100,0
15.194326784,1,0,0,0,1,11,100,0
15.394266624,1,0,0,0,1,12,100,0
15.5943296,1,0,0,0,1,13,100,0
15.794326528,1,0,0,0,1,14,100,0
15.99432448,1,0,0,0,1,15,100,0
16.19430784,1,0,0,0,1,16,100,0
16.394350848,1,0,0,0,1,17,100,0
16.594339584,1,0,0,0,1,18,100,0
16.794329856,1,0,0,0,1,19,100,0
16.994344192,1,0,0,0,1,20,100,0
17.194303744,1,0,0,0,1,21,100,0
17.394345472,1,0,0,0,1,22,100,0
17.594308096,10,0,0,0,1,32,100,0
17.794330112,10,0,0,0,1,42,100,0
17.99428096,10,0,0,0,1,52,100,0
18.19433984,10,0,0,0,1,62,100,0
18.39433216,10,0,0,0,1,72,100,0
18.594330368,10,0,0,0,1,82,100,0
18.794334976,10,0,0,0,1,92,100,0
18.994319872,10,0,0,0,1,100,100,1
22.994369792,10,0,0,0,1,100,100,1
23.194365184,1,0,0,0,1,100,100,1
112.794354688,1,0,0,0,1,100,100,1
112.994367232,10,0,0,0,1,100,100,1
218.794387968,10,0,0,0,1,100,100,1
218.994364416,10,1,0,0,1,0,100,0
219.19442176,10,0,0,0,1,10,100,0
219.394285056,10,0,0,0,1,20,100,0
219.594296576,10,0,0,0,1,30,100,0
219.7943296,10,0,0,0,1,40,100,0
219.99431936,10,0,0,0,1,50,100,0
220.194317056,10,0,0,0,1,60,100,0
220.394318336,10,0,0,0,1,70,100,0
220.594354176,10,0,0,0,1,80,100,0
220.794310912,10,0,0,0,1,90,100,0
220.994346496,10,0,0,0,1,100,100,1
420.794368256,10,0,0,0,1,100,100,1
420.994424832,10,1,0,0,1,0,100,0
421.194470144,10,0,0,0,1,10,100,0
421.394337536,10,0,0,0,1,20,100,0
421.5943592960001,10,0,0,0,0,0,100,0
